id,address,categories,city,country,hours,keys,latitude,longitude,menus,name,postalCode,province,twitter,websites
AVwdh3coIN2L1WUfwtW5,"3701 Neil Saint 3709",Brewers,Raleigh,US,"",us/ncsustudenthousing/raleigh/3701neilsaint3709/120188734,35.792947,-78.686847,"","Raleigh Brewing Co",27607,"Ncsu Student Housing","",""
AVwedUS5IN2L1WUf5GuE,"3503 W Gate City Blvd","Breweries,Beer & Ale Distributors,Liquor Stores,Wine & Distilled Beverages Retail,Beer & Ale Retail",Greensboro,US,"[{""day"":""Sun"",""hour"":""12:00 PM-07:00 PM""}]",us/hilltop/greensboro/3503wgatecityblvd/-1152707038,36.040272,-79.847382,"","Total Wine & More",27407,Hilltop,"",""
AVwdNrt-_7pvs4fz3eGD,"5650 Matlock Rd",Brewery,Granbury,US,"[{""day"":""Sat"",""hour"":""Noon - 3:00 PM""}]",us/tx/granbury/5650matlockrd/-1699807139,32.41783259,-97.67032844,"","Revolver Brewing",76049,TX,revolverbrewing,""
AVwdiY7WByjofQCxqFp3,"309 N Cody Rd","Breweries,Food & Drink","Le Claire",US,"",us/ia/leclaire/309ncodyrd/227192041,41.59992,-90.34336,"","Green Tree Brewery",52753,IA,"",""
AVwdfBYOkufWRAb56W0z,"3310 Louisiana","Food & Drink,Tours & Activities,Tours,Brewery Tours,Beer Tastings & Tours,Tour",Houston,US,"",us/tx/houston/3310louisiana/1733611418,29.742489,-95.380585,"","Brews Crews Tours",77006,TX,"",""
AVwdPv7zIN2L1WUftxbt,"7986 N River Rd","Wineries,Vineyards,Brewers","Paso Robles",US,"",us/heritagernch/pasorobles/7986nriverrd/-1036462724,35.716493,-120.682525,"","R N Estate Vineyard & Winery",93446,"Heritage Rnch","",""
AVwdPFPgkufWRAb53vP6,"315 E Main Saint D",Brewers,Visalia,US,"",us/ca/visalia/315emainsaintd/-707222303,36.329901,-119.289512,"","Swaggers Brewery Llc",93291,CA,"",""
AVwchcv7_7pvs4fzwAi_,"298 Mill St","Restaurants,Pubs,Breweries,wholesale",Danville,US,"[{""day"":""Sun"",""hour"":""12:00 PM-08:00 PM""}]",us/deiblers/danville/298millst/2136599040,40.962837,-76.616958,"","Old Forge Brewing Co",17821,Deiblers,"",""
AVwcxNx7kufWRAb5y0xf,"4238 Wilson Blvd #","Brewery, Sports Bar, and American Restaurant Ballston - Virginia Square,Brewery, Sports Bar, and American Restaurant,Bars & Clubs,Brew Pubs,Bars & Pubs,Restaurants",Arlington,US,"[{""day"":""Fri - Sat"",""hour"":""11:00 AM - 2:00 AM""},{""day"":""Mon - Thu, Sun"",""hour"":""11:00 AM - 1:00 AM""}]",us/va/arlington/4238wilsonblvd/1021883261,38.879017,-77.110762,"There are too many menus objects to show. Please use a view that flattens this field to see this data.","Rock Bottom Restaurant & Brewery",22203,VA,rockbottom,"http://rockbottom.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJ50316NpU1xjo6x5BBTl5R1fxI7BE8l-ogFAvrGpIGqcURQK9lXuftIkWsw6dpCcUo7zdQgwlWTjGMBSMnGUSTzIKQM-qvYIAYg1sb-EU4Tb0vzbL6W88VqQJCJsuNV-_rbS2DFRHINiqNLesT3vmmhPqCoQXWuEi8SiLHlPEW8pK9aGACMyon1JytyH02sJFf3YFzjptYRUq1IMtP7wBVVrJj_sBbmaaRDMN8gKZKzFA9p9sDlj9Xse-yMQWqMuWDdB_BLJX3cNo0G_pO4caMVwNMtV_3Yx1Tsh3u2uPv94awgeklk-KlPykYECi5x2_-QvBf9Aqyums8qeWz46xjnRk7HIuberv&placement=listing_profile&cs_user=unknown&cs_session=8b7fc4ea33ca6a881dc20704bda2733d83285e56"
AVwebHi2_7pvs4fzC1yw,"2425 S Shirley Ave","Food & Drink,Breweries","Sioux Falls",US,"",us/sd/siouxfalls/2425sshirleyave/-776618453,43.524387,-96.77763,"","Hydra Beer Company",57106,SD,"",""
AVwdRQGYByjofQCxnVMy,"31920 Gateway Center Blvd S","Brewery,American Restaurant,Bars,American Restaurants,Brewery and American Restaurant,Brew Pubs,Restaurants,Bar & Grills","Federal Way",US,"[{""day"":""Monday - Sunday"",""hour"":""11:00 AM - 2:00 AM""},{""day"":""Mon - Sun"",""hour"":""11:00 AM - 2:00 AM""},{""day"":""Mon - Sat"",""hour"":""11:00 am - 11:30 pm""},{""day"":""Sun"",""hour"":""9:00 am - 11:30 pm""}]",us/wa/federalway/31920gatewaycenterblvds/-144516369,47.31611,-122.30032,"There are too many menus objects to show. Please use a view that flattens this field to see this data.","RAM Restaurant & Brewery",98003,WA,theram,http://theram.com/locations/wa-federal-way/
AVweLkN6ByjofQCxv-cS,"11750 University Blvd","Gas Station,wich Place,Convenience Store,Sandwich Shops,Food Stores,Grocery Stores,Convenience Stores,Coffeehouses,Cafes,Gas Stations,Soda Fountain Shops,Cigarettes & Tobacco,General Merchandise Stores,Variety Stores,Breweries",Orlando,US,"[{""day"":""Monday - Sunday"",""hour"":""24 Hours""}]",us/fl/orlando/11750universityblvd/3642132,28.59705474,-81.21458236,"",Wawa,32817,FL,"",https://www.wawa.com/?utm_campaign=Yext&utm_source=Yext&utm_medium=referral
AVwdW_xTkufWRAb55FMd,"80 Ethan Allen Doctor 2",Brewers,"South Burlington",US,"",us/queencity/southburlington/80ethanallendoctor2/-209809741,44.484324,-73.161211,"","Halyard Brewing Co Llc",5403,"Queen City","",""
AVwd9PWBkufWRAb5-urL,"4800 Industrial Park Rd",Brewers,"Stevens Point",US,"",us/dewey/stevenspoint/4800industrialparkrd/-287091302,44.511001,-89.532,"","Point Brewery",54481,Dewey,"",http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4ESe32aGoZZfGxPUKOAupg6AXFQsvl2-A1Ztd21x5FLKumNpUzGNTBeMk2RvPjC41ZIvgiFwjULRMf936HQ-3fDilu-Jgq-3DroFPqeb7LaXUO4XtGt4yXSJsg9W4tlLVRNocJRkydaRxa9wTgFisP8W1xHayi-pt4IHEhXuI1eYvhSzyg7v8_maTtyTe0aWDpYo5SOJXDTSxva2FaL3FFbuEb0GJhxElwajYtKmEYkG8yX7-ZqVoM5QqoIy8l5bJTlg4WwBppIk9wJXhgT7lkkKA40SEUr5dd3_-ZzUaT2UmZV0F3BCu8_cGTmaL387LMbGtTjk0R_hTtbqk7I2VHP1gvxVSnaRM4ruU2h1qizT0_bAMnojcUTOMUbH6V_iiEP3-lzPaPueezxWmDiikP4JiAYvek4_EpteIoHGaMkpmJ9QHuLXZRUFcSCayjfJXO-4NWi3xtLrQ11HRXTyYnzi4ZGjPHm58tNNL49AwtFzKlQv19kL3aDEjubZ4gacjMsLx-Knm90PI&placement=listing_profile.c&cs_user=unknown&cs_session=8eed3ace3a2a07a63c7b190174dacfaa29740d87
AVweMlujIN2L1WUf21Rc,"65 Rogge Ln","Wineries,Brewers,Wineries & Wine Manufacturers",Watsonville,US,"",us/laselvabeach/watsonville/65roggeln/-263207056,36.898548,-121.640155,"","River Run Vintners",95076,"La Selva Beach","",http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf40ysd0decpdoLaYEC6kRDG4Uzoaoor1pblUO_HEOz1fCRkpUYcrmRvN6bZbODSgcipa6wJ3uD0sV5Cq0eHvcUIhwfuBHlnipPW94jN6-N4fAmIxZmPZiq4k-F5Jsw4AoyJBNpZAaiycveXNfU0zZs9Gk-vhVuUBJ4fQRNM4hVzDbCtvfa57OwHLJ9m4wTYXz-tU3hyPZE5M6aWSIRK9xi9QMXzvJVenfPsV6HvnOgwspwHY-mRLqZwWtf21q_uTKDLuX1EOz1YRKQ5xqDfcJgurm_3ItEciXtQT0FOHe0WD6cOLAfQ2DlVozrYvzcMlpgUSGoVtkBeTIYjBwLghAOgXQ2YvxuWmkPxw4s4waT2Lg&placement=listing_profile&cs_user=unknown&cs_session=1fdf2c3bd1ed47e1f85dd1fa01d0d4ee21562715
AVwcfFAdByjofQCxewqP,"50 Main St","Gastropub,Brewery,Gastropub and Brewery",Waynesville,US,"[{""day"":""Sun"",""hour"":""Noon - 9:00 PM""},{""day"":""Mon, Wed - Thu"",""hour"":""11:30 AM - 10:00 PM""},{""day"":""Fri - Sat"",""hour"":""11:30 AM - Midnight""}]",us/nc/waynesville/50mainst/-431917548,35.49047907,-82.98753728,"[{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Chocolate Dark Zone (special Release)"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""description"":""Brined, roasted and fried to juicy perfection.Tossed in mild, medium, hot, Jamaican Jerk or BBQ sauce. Blue Cheese or Ranch for dipping."",""name"":""Boojum Wings"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Fries"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""White"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Balsam Beer Brat"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""The Harvest"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""description"":""Roasted pomadoro tomato bisque with parmesan croutons. Topped with fresh basil."",""name"":""Tomato Bisque"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Double Decker Pinot Grigio (california)"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""The Bandito"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Seasonal Roasted Veggies"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Cubano"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""description"":""Ever rotating selection of small, test batches from the brewery."",""name"":""Small Batch Releases"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Boojum Beef Chili"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Beer Battered Onion Rings"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Sambras Del Sol Merlot (chili)"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Fire Roasted Red Pepper Sandwich"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Italian Sausage"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Pan Seared Salmon"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""House Special Salad"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Asana Cabernet Savignon (california)"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""description"":""Lemon marinated chicken, romaine lettuce, smoked gouda, and zesty lemon aioli, seared a la plancha."",""name"":""Lemon Chicken Wrap"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""The Old Faithful"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Beer Battered Fried Pickles"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Beet Salad"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Casal Garcia Vinho Verde (portugal)"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Heavy Weight Old Vine Zinfandel (california)"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Small Green Salad"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Low Country Shrimp and Grits"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Fair Valley Sauvignon Blanc (south Africa)"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Littleneck Clams"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""The Brewmeister"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Codorniu Cava (spain)"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Stemmari Pinot Noir (sicily)"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""La Galope Chardonnay (france)"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""description"":""Roasted fresh vegetables and housemade hummus served with grilled pita."",""name"":""Hummus Crudite"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Crispy Chicken Tenders"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Iced Tea Sweetened or Unsweetened"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Soup of The Day"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Chocolate Espresso Tirimisu"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Pumpkin Spice Coffee Porter (special Release)"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Bbq Pulled Pork Sandwich"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Nachos Frescos"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Chicken Bacon Ranch Wrap"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Fresh Brewed Coffee"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""The Boojum"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Wild Mushroom Toast"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""description"":""With vanilla ice cream and Boojum chocolate sauce"",""name"":""Chocolate Brownie"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Roasted Brussel Sprouts"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Smoked Gouda Grits"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Coke, Diet Coke, Sprite"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Wild White Gnocchi"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Fried Green Tomatoes"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Brew Day Pretzels"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Margarita"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Chocolate Peanut Butter Dark Zone (special Release)"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]},{""dateSeen"":[""2016-04-05T02:51:42Z""],""name"":""Ginger Ale"",""sourceURLs"":[""https://foursquare.com/v/boojum-brewery-taproom/552b9f3b498e4130b15e7685/menu""]}]","Boojum Brewery Taproom",28786,NC,"",http://boojumbrewing.com
AVwd-pQvIN2L1WUf06ht,"5 Lawrence St","Toiletry Product Manufacturers,Beverage Manufacturers,Flavoring Extract Manufacturers,Breweries,Wholesale Chemical Products,Wholesale Essential Oils",Carteret,US,"",us/nj/carteret/5lawrencest/93626890,40.606665,-74.269621,"","Berje Inc",7008,NJ,"",""
AVwd-VQekufWRAb5-4z-,"60 Via Milpitas","Wineries,Vineyards,Brewers,Food & Dining","Carmel Valley",US,"",us/roblesdelrio/carmelvalley/60viamilpitas/-368335719,36.482631,-121.723289,"","Joyce Vineyards",93924,"Robles Del Rio","",""
AVwdgQ0n_7pvs4fz6ikc,"219 Red River Ave","Brewery,Pub,Beer Garden,Brewery, Pub, and Beer Garden","Cold Spring",US,"[{""day"":""Sat"",""hour"":""7:00 AM - 4:00 PM""},{""day"":""Fri"",""hour"":""7:00 AM - 8:00 PM""},{""day"":""Mon - Wed"",""hour"":""7:00 AM - 5:00 PM""},{""day"":""Thu"",""hour"":""7:00 AM - 6:00 PM""}]",us/mn/coldspring/219redriverave/1146058356,45.45557809,-94.42891453,"[{""dateSeen"":[""2016-04-04T06:43:32Z""],""name"":""Brown Ale"",""sourceURLs"":[""https://foursquare.com/v/third-street-brewhouse/4f7715c9e4b05c37fb189999/menu""]},{""dateSeen"":[""2016-04-04T06:43:32Z""],""name"":""Pale Ale"",""sourceURLs"":[""https://foursquare.com/v/third-street-brewhouse/4f7715c9e4b05c37fb189999/menu""]},{""dateSeen"":[""2016-04-04T06:43:32Z""],""name"":""Black Ipa"",""sourceURLs"":[""https://foursquare.com/v/third-street-brewhouse/4f7715c9e4b05c37fb189999/menu""]},{""dateSeen"":[""2016-04-04T06:43:32Z""],""name"":""Wheat Beer"",""sourceURLs"":[""https://foursquare.com/v/third-street-brewhouse/4f7715c9e4b05c37fb189999/menu""]},{""dateSeen"":[""2016-04-04T06:43:32Z""],""name"":""Autumn Ale"",""sourceURLs"":[""https://foursquare.com/v/third-street-brewhouse/4f7715c9e4b05c37fb189999/menu""]},{""dateSeen"":[""2016-04-04T06:43:32Z""],""name"":""Cream Ale"",""sourceURLs"":[""https://foursquare.com/v/third-street-brewhouse/4f7715c9e4b05c37fb189999/menu""]},{""dateSeen"":[""2016-04-04T06:43:32Z""],""name"":""Maple Stout"",""sourceURLs"":[""https://foursquare.com/v/third-street-brewhouse/4f7715c9e4b05c37fb189999/menu""]}]","Third Street Brewhouse",56320,MN,3rdstbrewhouse,http://thirdstreetbrewhouse.com
AVwdOFkQkufWRAb53kdt,"1900 E Rio Salado Pkwy","Wine Shop, Liquor Store, and Brewery,Breweries,Beer & Ale Distributors,Liquor Stores,Wine & Distilled Beverages Retail,Beer & Ale Retail",Tempe,US,"[{""day"":""Mon - Sat"",""hour"":""9:00 AM - 10:00 PM""},{""day"":""Sun"",""hour"":""9:00 AM - 9:00 PM""},{""day"":""Fri - Sat"",""hour"":""8:00 AM - 10:00 PM""},{""day"":""Mon, Sun"",""hour"":""9:00 AM - 9:00 PM""},{""day"":""Thu"",""hour"":""8:00 AM - 8:00 PM""},{""day"":""Wed - Sat"",""hour"":""9:00 AM - 10:00 PM""},{""day"":""Mon - Wed, Sat"",""hour"":""9:00 AM - 10:00 PM""},{""day"":""Sat"",""hour"":""9:00 AM - 10:00 PM""},{""day"":""Mon - Tue"",""hour"":""8:00 AM - 11:00 PM""},{""day"":""Mon - Wed"",""hour"":""9:00 AM - 10:00 PM""},{""day"":""Sun"",""hour"":""09:00 AM-09:00 PM""},{""day"":""Fri"",""hour"":""8:00 AM - 10:00 PM""},{""day"":""Thu"",""hour"":""8:00 AM - 7:00 PM""},{""day"":""Fri"",""hour"":""9:00 AM - 8:00 PM""},{""day"":""Tue - Sat"",""hour"":""9:00 AM - 10:00 PM""},{""day"":""Mon - Wed"",""hour"":""8:00 AM - 11:00 PM""},{""day"":""Thu"",""hour"":""9:00 AM - 11:00 PM""}]",us/az/tempe/1900eriosaladopkwy/-1152707038,33.429446,-111.904625,"","Total Wine & More",85281,AZ,totalwine,http://totalwine.com
AVweAKwE_7pvs4fz_K0N,"501 5th Ave S E",Brewers,Stewartville,US,"",us/pleasantgrove/stewartville/5015thavese/307077682,43.85067,-92.481398,"","Steel N' Wood Brew Llc",55976,"Pleasant Grove","",""
AVwemmSvIN2L1WUf6emy,"505 Ball Ave N E",Brewery,"Grand Rapids",US,"[{""day"":""Mon - Sun"",""hour"":""11:00 AM - 11:00 PM""}]",us/mi/grandrapids/505ballavene/-799273727,42.97127413,-85.63052164,"","Vandermill Cider",49525,MI,"",""
AVwei490IN2L1WUf58d-,"10511 Western Ave","breweries & brew pubs",Cleveland,US,"",us/oh/cleveland/10511westernave/-1164713779,41.470343,-81.759154,"","Sawchyn's Cafe",44111-1856,OH,"",""
AVwehhHZ_7pvs4fzDzP6,"5121 Baltimore Ave","American Restaurant,Brewery,Pizza Place,American Restaurant, Pizza Place, and Brewery",Hyattsville,US,"[{""day"":""Mon - Wed, Sun"",""hour"":""11:00 AM - 11:00 PM""},{""day"":""Monday - Wednesday, Sunday"",""hour"":""11:00 AM - 11:00 PM""},{""day"":""Thursday - Saturday"",""hour"":""11:00 AM - 12:00 AM""},{""day"":""Thu - Sat"",""hour"":""11:00 AM - Midnight""}]",us/cheverly/hyattsville/5121baltimoreave/1074643122,38.95263423,-76.94056034,"","Franklin's Restaurant, Brewery, and General Store",20781,Cheverly,"",http://www.franklinsbrewery.com
AVwej-rWIN2L1WUf6HKA,"212 W Main St","Brewery and Food","Sackets Harbor",US,"[{""day"":""Mon"",""hour"":""5:00 PM - 8:00 PM""},{""day"":""Sat"",""hour"":""Noon - 1:00 AM""},{""day"":""Sun"",""hour"":""11:00 AM - 8:00 PM""},{""day"":""Fri"",""hour"":""5:00 PM - Midnight""},{""day"":""Tue"",""hour"":""5:00 PM - 9:00 PM""},{""day"":""Thu"",""hour"":""5:00 PM - 11:00 PM""}]",us/hounsfield/sacketsharbor/212wmainst/-458951657,43.94793948,-76.12068419,"","Sackets Harbor Brewing Company",13685,Hounsfield,"",""
AVwejue-IN2L1WUf6Eoq,"1277 N Charlotte St","Winemaking Equipment & Supplies,Brewer Equipment Supplies & Services,Breweries",Pottstown,US,"[{""day"":""Sun"",""hour"":""12:00 PM-05:00 PM""}]",us/pa/pottstown/1277ncharlottest/837181534,40.264929,-75.628527,"","Weak Knee Home Brewing Supplys",19464,PA,"",""
AVwd-b08kufWRAb5-5wn,"2325 Vista Del Mar Dr","Breweries,Marketing Consultants,Exporters,Wholesale Security Control Equipment",Ventura,US,"",us/laconchita/ventura/2325vistadelmardr/1010726354,34.265516,-119.26673,"","Ventura Coastal Corp",93001,"La Conchita","",""
AV1c1wGoRxPSIh2RYhY0,"C / Jorge Guillen 1 - Bj","Breweries,Food & Drink","Great Barrington",US,"",us/ma/greatbarrington/cjorgeguillen1bj/794097244,42.819042,-2.807789,"","Byra Cerveza Artesana S.L",1230,MA,"",""
